booking_id,property_id,booking_date,Month Name,Day Name,weekday,no_guests,room_category,booking_platform,ratings_given,booking_status,Booking status,revenue_generated,revenue_realized,Revenue_lost,Week of Year,No of Days,dim_rooms,property_name,category,city,successful_bookings,capacity,Unsuccessful_bookings
May012217559RT17,17559,1/5/2022,May,Sunday,weekend day,2,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,19,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT18,17559,27-04-2022,April,Wednesday,weeke day,2,RT1,direct online,null,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT19,17559,29-04-2022,April,Friday,weeke day,2,RT1,others,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT110,17559,29-04-2022,April,Friday,weeke day,2,RT1,others,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT111,17559,29-04-2022,April,Friday,weeke day,2,RT1,journey,5,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT112,17559,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,11050,11050,0,19,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT113,17559,1/5/2022,May,Sunday,weekend day,3,RT1,others,4,Checked Out,1,12155,12155,0,19,6,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT114,17559,28-04-2022,April,Thursday,weeke day,4,RT1,journey,null,Checked Out,1,13260,13260,0,18,3,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT115,17559,26-04-2022,April,Tuesday,weeke day,2,RT1,logtrip,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT116,17559,28-04-2022,April,Thursday,weeke day,2,RT1,others,5,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT117,17559,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,4,Checked Out,1,11050,11050,0,18,6,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT118,17559,26-04-2022,April,Tuesday,weeke day,2,RT1,others,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT119,17559,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,11050,11050,0,19,5,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT120,17559,27-04-2022,April,Wednesday,weeke day,2,RT1,others,null,Cancelled,0,11050,4420,6630,18,2,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT121,17559,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Checked Out,1,11050,11050,0,18,6,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT122,17559,27-04-2022,April,Wednesday,weeke day,1,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,18,6,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT123,17559,26-04-2022,April,Tuesday,weeke day,1,RT1,others,5,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT124,17559,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT125,17559,28-04-2022,April,Thursday,weeke day,3,RT1,tripster,5,Checked Out,1,12155,12155,0,18,6,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT126,17559,10/4/2022,April,Sunday,weekend day,2,RT1,makeyourtrip,5,Checked Out,1,11050,11050,0,16,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217562RT11,17562,27-04-2022,April,Wednesday,weeke day,1,RT1,journey,1,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT12,17562,1/5/2022,May,Sunday,weekend day,4,RT1,others,null,Cancelled,0,13260,5304,7956,19,2,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT13,17562,1/5/2022,May,Sunday,weekend day,2,RT1,others,5,Checked Out,1,11050,11050,0,19,1,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT14,17562,30-04-2022,April,Saturday,weekend day,3,RT1,direct offline,2,Checked Out,1,12155,12155,0,18,2,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT15,17562,1/5/2022,May,Sunday,weekend day,2,RT1,tripster,null,Cancelled,0,11050,4420,6630,19,5,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT16,17562,28-04-2022,April,Thursday,weeke day,4,RT1,others,1,Checked Out,1,13260,13260,0,18,1,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT17,17562,27-04-2022,April,Wednesday,weeke day,4,RT1,direct online,2,Checked Out,1,13260,13260,0,18,2,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT18,17562,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,18,6,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT19,17562,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,6,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT110,17562,26-04-2022,April,Tuesday,weeke day,2,RT1,direct offline,null,Checked Out,1,11050,11050,0,18,5,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT111,17562,28-04-2022,April,Thursday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217562RT112,17562,28-04-2022,April,Thursday,weeke day,2,RT1,tripster,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Bay,Luxury,Mumbai,12,20,8
May012217563RT11,17563,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,11050,11050,0,19,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT12,17563,30-04-2022,April,Saturday,weekend day,1,RT1,others,4,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT13,17563,1/5/2022,May,Sunday,weekend day,1,RT1,tripster,null,Cancelled,0,11050,4420,6630,19,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT14,17563,1/5/2022,May,Sunday,weekend day,3,RT1,journey,5,Checked Out,1,12155,12155,0,19,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT15,17563,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Checked Out,1,11050,11050,0,19,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT16,17563,27-04-2022,April,Wednesday,weeke day,1,RT1,others,null,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT17,17563,27-04-2022,April,Wednesday,weeke day,1,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT18,17563,30-04-2022,April,Saturday,weekend day,2,RT1,others,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT19,17563,29-04-2022,April,Friday,weeke day,1,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,3,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT110,17563,28-04-2022,April,Thursday,weeke day,4,RT1,direct offline,3,Checked Out,1,13260,13260,0,18,3,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT111,17563,10/4/2022,April,Sunday,weekend day,1,RT1,logtrip,null,No Show,0,11050,11050,0,16,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT112,17563,28-04-2022,April,Thursday,weeke day,4,RT1,direct online,null,Cancelled,0,13260,5304,7956,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT113,17563,29-04-2022,April,Friday,weeke day,1,RT1,others,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT114,17563,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,11050,11050,0,19,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT115,17563,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,11050,11050,0,19,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT116,17563,30-04-2022,April,Saturday,weekend day,1,RT1,direct online,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT117,17563,29-04-2022,April,Friday,weeke day,2,RT1,others,null,No Show,0,11050,11050,0,18,2,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT118,17563,29-04-2022,April,Friday,weeke day,1,RT1,direct online,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT119,17563,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Cancelled,0,11050,4420,6630,19,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT120,17563,29-04-2022,April,Friday,weeke day,1,RT1,direct online,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012217563RT121,17563,26-04-2022,April,Tuesday,weeke day,1,RT1,logtrip,5,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Palace,Business,Mumbai,21,25,4
May012218558RT11,18558,28-04-2022,April,Thursday,weeke day,3,RT1,makeyourtrip,3,Checked Out,1,7150,7150,0,18,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT12,18558,30-04-2022,April,Saturday,weekend day,2,RT1,others,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT13,18558,28-04-2022,April,Thursday,weeke day,2,RT1,tripster,3,Checked Out,1,6500,6500,0,18,4,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT14,18558,30-04-2022,April,Saturday,weekend day,2,RT1,direct offline,3,Checked Out,1,6500,6500,0,18,5,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT15,18558,27-04-2022,April,Wednesday,weeke day,2,RT1,others,3,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT16,18558,27-04-2022,April,Wednesday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT17,18558,28-04-2022,April,Thursday,weeke day,2,RT1,journey,null,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT18,18558,28-04-2022,April,Thursday,weeke day,2,RT1,logtrip,null,Cancelled,0,6500,2600,3900,18,2,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT19,18558,10/4/2022,April,Sunday,weekend day,2,RT1,logtrip,null,No Show,0,6500,6500,0,16,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT110,18558,26-04-2022,April,Tuesday,weeke day,4,RT1,makeyourtrip,null,Checked Out,1,7800,7800,0,18,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218558RT111,18558,27-04-2022,April,Wednesday,weeke day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Grands,Luxury,Hyderabad,11,15,4
May012218559RT11,18559,28-04-2022,April,Thursday,weeke day,2,RT1,direct offline,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT12,18559,29-04-2022,April,Friday,weeke day,2,RT1,journey,2,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT13,18559,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT14,18559,27-04-2022,April,Wednesday,weeke day,1,RT1,others,null,No Show,0,6500,6500,0,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT15,18559,10/4/2022,April,Sunday,weekend day,2,RT1,others,2,Checked Out,1,6500,6500,0,16,5,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT16,18559,29-04-2022,April,Friday,weeke day,2,RT1,others,4,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT17,18559,25-04-2022,April,Monday,weeke day,2,RT1,others,2,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT18,18559,27-04-2022,April,Wednesday,weeke day,4,RT1,others,null,Checked Out,1,7800,7800,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT19,18559,27-04-2022,April,Wednesday,weeke day,1,RT1,logtrip,4,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT110,18559,28-04-2022,April,Thursday,weeke day,2,RT1,tripster,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT111,18559,11/4/2022,April,Monday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,16,6,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT112,18559,1/5/2022,May,Sunday,weekend day,2,RT1,journey,1,Checked Out,1,6500,6500,0,19,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT113,18559,7/4/2022,April,Thursday,weeke day,3,RT1,makeyourtrip,4,Checked Out,1,7150,7150,0,15,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT114,18559,29-04-2022,April,Friday,weeke day,2,RT1,direct online,null,Cancelled,0,6500,2600,3900,18,3,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT115,18559,29-04-2022,April,Friday,weeke day,3,RT1,others,null,No Show,0,7150,7150,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT116,18559,29-04-2022,April,Friday,weeke day,2,RT1,tripster,2,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT117,18559,26-04-2022,April,Tuesday,weeke day,2,RT1,others,2,Checked Out,1,6500,6500,0,18,4,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT118,18559,30-04-2022,April,Saturday,weekend day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT119,18559,29-04-2022,April,Friday,weeke day,2,RT1,journey,null,Cancelled,0,6500,2600,3900,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT120,18559,27-04-2022,April,Wednesday,weeke day,2,RT1,direct online,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT121,18559,24-04-2022,April,Sunday,weekend day,2,RT1,tripster,null,Checked Out,1,6500,6500,0,18,6,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT122,18559,1/5/2022,May,Sunday,weekend day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,19,6,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT123,18559,27-04-2022,April,Wednesday,weeke day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT124,18559,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,2,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT125,18559,27-04-2022,April,Wednesday,weeke day,3,RT1,others,null,Checked Out,1,7150,7150,0,18,6,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT126,18559,29-04-2022,April,Friday,weeke day,2,RT1,others,4,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT127,18559,29-04-2022,April,Friday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT128,18559,28-04-2022,April,Thursday,weeke day,3,RT1,logtrip,null,Checked Out,1,7150,7150,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012218559RT129,18559,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Exotica,Luxury,Hyderabad,29,42,13
May012216558RT21,16558,7/4/2022,April,Thursday,weeke day,2,RT2,others,null,Checked Out,1,12600,12600,0,15,5,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT22,16558,30-04-2022,April,Saturday,weekend day,2,RT2,others,5,Checked Out,1,12600,12600,0,18,2,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT23,16558,10/4/2022,April,Sunday,weekend day,1,RT2,makeyourtrip,null,Checked Out,1,12600,12600,0,16,6,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT24,16558,29-04-2022,April,Friday,weeke day,3,RT2,others,null,Cancelled,0,13860,5544,8316,18,2,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT25,16558,26-04-2022,April,Tuesday,weeke day,1,RT2,direct offline,null,Cancelled,0,12600,5040,7560,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT26,16558,27-04-2022,April,Wednesday,weeke day,2,RT2,direct offline,4,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT27,16558,26-04-2022,April,Tuesday,weeke day,3,RT2,direct offline,null,Cancelled,0,13860,5544,8316,18,6,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT28,16558,1/5/2022,May,Sunday,weekend day,2,RT2,others,null,Checked Out,1,12600,12600,0,19,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT29,16558,25-04-2022,April,Monday,weeke day,2,RT2,logtrip,null,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT210,16558,27-04-2022,April,Wednesday,weeke day,2,RT2,others,4,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT211,16558,30-04-2022,April,Saturday,weekend day,2,RT2,makeyourtrip,null,Cancelled,0,12600,5040,7560,18,6,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT212,16558,27-04-2022,April,Wednesday,weeke day,2,RT2,others,5,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT213,16558,29-04-2022,April,Friday,weeke day,2,RT2,logtrip,4,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT214,16558,26-04-2022,April,Tuesday,weeke day,4,RT2,others,4,Checked Out,1,15120,15120,0,18,2,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT215,16558,29-04-2022,April,Friday,weeke day,2,RT2,direct offline,null,No Show,0,12600,12600,0,18,3,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT216,16558,28-04-2022,April,Thursday,weeke day,1,RT2,others,5,Checked Out,1,12600,12600,0,18,2,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT217,16558,29-04-2022,April,Friday,weeke day,4,RT2,makeyourtrip,null,Cancelled,0,15120,6048,9072,18,6,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT218,16558,24-04-2022,April,Sunday,weekend day,1,RT2,logtrip,5,Checked Out,1,12600,12600,0,18,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT219,16558,10/4/2022,April,Sunday,weekend day,3,RT2,others,5,Checked Out,1,13860,13860,0,16,1,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT220,16558,27-04-2022,April,Wednesday,weeke day,2,RT2,tripster,null,Checked Out,1,12600,12600,0,18,3,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012216558RT221,16558,25-04-2022,April,Monday,weeke day,2,RT2,direct online,5,Checked Out,1,12600,12600,0,18,2,Elite,Atliq Grands,Luxury,Delhi,21,22,1
May012218561RT11,18561,11/4/2022,April,Monday,weeke day,2,RT1,logtrip,null,Checked Out,1,6500,6500,0,16,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT12,18561,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT13,18561,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT14,18561,11/4/2022,April,Monday,weeke day,3,RT1,others,null,Checked Out,1,7150,7150,0,16,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT15,18561,27-04-2022,April,Wednesday,weeke day,2,RT1,others,3,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT16,18561,30-04-2022,April,Saturday,weekend day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT17,18561,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,18,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT18,18561,29-04-2022,April,Friday,weeke day,4,RT1,others,5,Checked Out,1,7800,7800,0,18,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT19,18561,1/5/2022,May,Sunday,weekend day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,19,4,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT110,18561,25-04-2022,April,Monday,weeke day,1,RT1,others,null,Cancelled,0,6500,2600,3900,18,6,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT111,18561,27-04-2022,April,Wednesday,weeke day,2,RT1,tripster,null,Checked Out,1,6500,6500,0,18,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT112,18561,30-04-2022,April,Saturday,weekend day,3,RT1,others,4,Checked Out,1,7150,7150,0,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT113,18561,28-04-2022,April,Thursday,weeke day,3,RT1,others,null,Checked Out,1,7150,7150,0,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT114,18561,24-04-2022,April,Sunday,weekend day,3,RT1,direct online,null,Checked Out,1,7150,7150,0,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT115,18561,29-04-2022,April,Friday,weeke day,2,RT1,others,5,Checked Out,1,6500,6500,0,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT116,18561,1/5/2022,May,Sunday,weekend day,2,RT1,makeyourtrip,null,Checked Out,1,6500,6500,0,19,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT117,18561,27-04-2022,April,Wednesday,weeke day,3,RT1,makeyourtrip,null,Checked Out,1,7150,7150,0,18,6,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT118,18561,29-04-2022,April,Friday,weeke day,3,RT1,others,5,Checked Out,1,7150,7150,0,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT119,18561,29-04-2022,April,Friday,weeke day,4,RT1,direct online,null,Cancelled,0,7800,3120,4680,18,2,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT120,18561,25-04-2022,April,Monday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT121,18561,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,6500,6500,0,18,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT122,18561,1/5/2022,May,Sunday,weekend day,1,RT1,makeyourtrip,4,Checked Out,1,6500,6500,0,19,2,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT123,18561,28-04-2022,April,Thursday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,18,4,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT124,18561,1/5/2022,May,Sunday,weekend day,2,RT1,direct offline,3,Checked Out,1,6500,6500,0,19,5,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT125,18561,27-04-2022,April,Wednesday,weeke day,2,RT1,logtrip,null,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT126,18561,1/5/2022,May,Sunday,weekend day,1,RT1,makeyourtrip,5,Checked Out,1,6500,6500,0,19,6,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT127,18561,27-04-2022,April,Wednesday,weeke day,3,RT1,others,null,Checked Out,1,7150,7150,0,18,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT128,18561,30-04-2022,April,Saturday,weekend day,1,RT1,logtrip,null,Checked Out,1,6500,6500,0,18,3,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT129,18561,26-04-2022,April,Tuesday,weeke day,2,RT1,tripster,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT130,18561,27-04-2022,April,Wednesday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218561RT131,18561,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Cancelled,0,6500,2600,3900,18,1,Standard,Atliq Blu,Luxury,Hyderabad,31,33,2
May012218562RT11,18562,25-04-2022,April,Monday,weeke day,2,RT1,tripster,4,Checked Out,1,6500,6500,0,18,2,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
May012218562RT12,18562,7/4/2022,April,Thursday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,6500,2600,3900,15,2,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
May012218562RT13,18562,26-04-2022,April,Tuesday,weeke day,4,RT1,others,null,Cancelled,0,7800,3120,4680,18,1,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
May012218562RT14,18562,28-04-2022,April,Thursday,weeke day,2,RT1,direct online,null,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
May012218562RT15,18562,28-04-2022,April,Thursday,weeke day,2,RT1,logtrip,1,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
May012218562RT16,18562,28-04-2022,April,Thursday,weeke day,1,RT1,others,5,Checked Out,1,6500,6500,0,18,1,Standard,Atliq Bay,Luxury,Hyderabad,34,38,4
